name,url,lean,score
Nature.com,/news-source/naturecom-media-bias,Center,
National Review Fact Check,/news-source/forgotten-fact-checks-national-review-media-bias,Right,4.0
NBC News (Online),/news-source/nbc-news-media-bias,Lean Left,-1.8
Nautilus Quarterly,/news-source/nautilus-quarterly-media-bias,Center,
Neal K. Katyal,/news-source/neal-k-katyal-media-bias,Lean Left,
NBC Today Show,/news-source/nbc-today-show,Lean Left,-2.0
Neil Patel,/news-source/neil-patel-media-bias,Right,
Neil J. Young,/news-source/neil-j-young-media-bias,Lean Left,
Nevada Appeal,/news-source/nevada-appeal-media-bias,Center,
Network for Responsible Public Policy,/news-source/network-responsible-public-policy-media-bias,Center,
New Economy Working Group,/news-source/new-economy-working-group,Lean Left,
New Discourses,/news-source/new-discourses-media-bias,Center,
New Hampshire Union Leader,/news-source/union-leader,Center,
New Hampshire Public Radio,/news-source/new-hampshire-public-radio-media-bias,Center,
New Jersey Globe,/news-source/new-jersey-globe-media-bias,Center,
New Haven Register,/news-source/new-haven-register-media-bias,Center,
New Mexico In Depth,/news-source/new-mexico-depth-media-bias,Center,
New Jersey Monitor,/news-source/new-jersey-monitor-media-bias,Lean Left,-2.0
New Republic,/news-source/new-republic,Left,-4.0
New Pittsburgh,/news-source/new-pittsburgh-media-bias,Left,-4.0
New York Daily News,/news-source/new-york-daily-news,Left,-4.0
New Rockford Transcript,/news-source/new-rockford-transcript-media-bias,Center,
New York Magazine,/news-source/new-york-magazine,Left,-4.0
New York Focus,/news-source/new-york-focus-media-bias,Center,
New York Magazine,/news-source/new-york-magazine,Left,-4.0
New York Post (News),/news-source/new-york-post,Lean Right,1.8
New York Post (Opinion),/news-source/new-york-post-opinion-media-bias,Right,4.0
New York Post (News),/news-source/new-york-post,Lean Right,1.8
New York Times (Opinion),/news-source/new-york-times-opinion-media-bias,Left,-4.0
New York Times (News),/news-source/new-york-times,Lean Left,-2.2
Newark Post,/news-source/newark-post-media-bias,Center,
New York Times Fact Check,/news-source/new-york-times-fact-check-media-bias,Lean Left,-2.0
News Center Maine,/news-source/news-center-maine-media-bias,Lean Left,-2.0
News & Citizen,/news-source/news-citizen-media-bias,Center,
News One,/news-source/news-one-media-bias,Lean Left,-2.0
News Literacy Project,/news-source/news-literacy-project-media-bias,Center,
Newsday,/news-source/newsday-media-bias,Center,
NewsBusters,/news-source/newsbusters,Right,4.3
Newsmax - Opinion,/news-source/newsmax-opinion-media-bias,Right,3.5
Newsmax (News),/news-source/newsmax,Right,4.0
NewsOne,/news-source/newsonecom-media-bias,Left,-4.0
NewsNation,/news-source/newsnation-media-bias,Center,-0.3
Newsweek Fact Check,/news-source/newsweek-fact-check-media-bias,Center,
Newsweek,/news-source/newsweek,Center,0.5
Newtrals,/news-source/newtrals-media-bias,Center,
Newt Gingrich,/news-source/newt-gingrich,Right,
Nicholas Kristof,/news-source/nicholas-kristof,Left,
Nicholas Chronicle,/news-source/nicholas-chronicle-media-bias,Center,
Nieman Lab,/news-source/nieman-lab-media-bias,Center,-0.5
Nick Anderson (cartoonist),/news-source/nick-anderson-cartoonist,Center,
NMPolitics.net,/news-source/nmpoliticsnet,Center,
nj.com,/news-source/njcom-media-bias,Lean Left,-2.0
Noah Rothman,/news-source/noah-rothman-media-bias,Lean Right,
No Labels,/news-source/no-labels,Center,
Norfolk Daily News,/news-source/norfolk-daily-news-media-bias,Center,
Noah Smith,/news-source/noah-smith-media-bias,Lean Left,
NowThis News,/news-source/nowthis-news-media-bias,Lean Left,
North Wright County Today,/news-source/north-wright-county-today-media-bias,Center,
NPR (Opinion),/news-source/npr-editorial,Lean Left,-2.3
NPR (Online News),/news-source/npr-media-bias,Lean Left,-2.0
NTD,/news-source/ntd-media-bias,Lean Right,
NPR Fact Check,/news-source/npr-fact-check-media-bias,Lean Left,-2.0
NYNMedia,/news-source/nynmedia-media-bias,Left,-4.0
Nutfield News,/news-source/nutfield-news-media-bias,Center,
Ohio Capital Journal,/news-source/ohio-capital-journal-media-bias,Lean Left,-2.0
Occupy Democrats,/news-source/occupy-democrats-media-bias,Left,
Omaha World-Herald,/news-source/omaha-world-herald-media-bias,Center,
OilPrice.com,/news-source/oilpricecom-media-bias,Center,
One Nation News,/news-source/one-nation-news-media-bias,Lean Left,-2.0
One America News Network (OAN),/news-source/one-america-news-network-media-bias,Right,4.4
Orange County Register,/news-source/orange-county-register,Lean Right,2.0
OpenSecrets.org,/news-source/opensecretsorg,Center,
Orlando Sentinel,/news-source/orlando-sentinel-media-bias,Center,
Oregon Public Broadcasting,/news-source/oregon-public-broadcasting-media-bias,Center,
Ouachita Citizen,/news-source/ouachita-citizen-media-bias,Center,
Ottumwa Courier,/news-source/ottumwa-courier,Center,
Ouachita Citizen,/news-source/ouachita-citizen-media-bias,Center,
Our.News,/news-source/ournews-media-bias,Center,
Out,/news-source/out-media-bias,Left,-4.0
Our.News,/news-source/ournews-media-bias,Center,
Outkick the Coverage,/news-source/outkick-media-bias,Center,
Out In Jersey,/news-source/out-jersey-media-bias,Lean Left,-2.0
Pacific Standard,/news-source/pacific-standard,Lean Left,-2.0
Pacific Research Institute,/news-source/pacific-research-institute,Right,
Paintsville Herald,/news-source/paintsville-herald-media-bias,Center,
Pahrump Valley Times,/news-source/pahrump-valley-times-media-bias,Center,
Palm Springs Desert Sun,/news-source/palm-springs-desert-sun-media-bias,Center,
Palladium Magazine,/news-source/palladium-magazine-media-bias,Center,
Pasadena Star-News,/news-source/pasadena-star-news-media-bias,Center,
Park Record,/news-source/park-record-media-bias,Center,
Pat Oliphant (cartoonist),/news-source/pat-oliphant-cartoonist,Center,
Pat Buchanan,/news-source/pat-buchanan-media-bias,Right,
Paul Brandus,/news-source/paul-brandus-media-bias,Center,
Patch.com,/news-source/patchcom-media-bias,Center,
Paul Mulholland,/news-source/paul-mulholland-media-bias,Lean Left,
Paul Krugman,/news-source/paul-krugman,Left,
Paul Volcker,/news-source/paul-volcker-media-bias,Center,
Paul Szep (cartoonist),/news-source/paul-szep-cartoonist,Center,
PBS NewsHour,/news-source/pbs-newshour,Lean Left,-1.1
Paul Waldman,/news-source/paul-waldman-media-bias,Left,
Peacock Panache,/news-source/peacock-panache,Left,-4.0
Pea Ridge Times,/news-source/pea-ridge-times-media-bias,Center,
Peggy Noonan,/news-source/peggy-noonan,Right,
Pedro Silva,/news-source/pedro-silva-media-bias,Center,
Pennsylvania Capital-Star,/news-source/pennsylvania-capital-star-media-bias,Lean Right,2.0
Peninsula Clarion,/news-source/peninsula-clarion,Center,
People,/news-source/people-media-bias,Lean Left,-2.3
Pensacola News Journal,/news-source/pensacola-news-journal-media-bias,Center,
Peoria Journal Star,/news-source/peoria-journal-star-media-bias,Center,
People for the American Way,/news-source/people-american-way,Left,
Pete Weichlein,/news-source/pete-weichlein-media-bias,Center,
Persuasion,/news-source/persuasion-media-bias,Lean Left,-2.0
Peter Roff,/news-source/peter-roff,Lean Right,
Peter Boghossian,/news-source/peter-boghossian-media-bias,Center,
Pew Research Center,/news-source/pew-research,Center,
Peter Thiel,/news-source/peter-thiel-media-bias,Lean Right,
Phillip Bader,/news-source/phillip-bader-media-bias,Center,
Philadelphia Gay News,/news-source/philadelphia-gay-news-media-bias,Lean Left,-2.0
Phys.org,/news-source/physorg,Center,
Phoenix New Times,/news-source/phoenix-new-times-media-bias,Center,
Physicians for Life,/news-source/physicians-life-media-bias,Lean Right,2.0
Physicians for a National Health Program,/news-source/physicians-national-health-program,Left,
PinkNews,/news-source/pinknews-media-bias,Left,-4.0
Piers Morgan,/news-source/piers-morgan,Lean Left,
Pittsburgh Post-Gazette,/news-source/pittsburgh-post-gazette,Center,0.2
Pioneer Press,/news-source/pioneer-press-media-bias,Center,
PJ Media,/news-source/pj-media-media-bias,Right,4.0
Pittsburgh Tribune-Review,/news-source/pittsburgh-tribune-review-media-bias,Center,
PJ Media,/news-source/pj-media-media-bias,Right,4.0
Plainsman,/news-source/plainsman-media-bias,Center,
Plaquemines Gazette,/news-source/plaquemines-gazette-media-bias,Center,
Plainsman,/news-source/plainsman-media-bias,Center,
Politico,/news-source/politico-media-bias,Lean Left,-1.2
Political Empathy Project,/news-source/political-empathy-project-media-bias,Center,
PolitiFact,/news-source/politifact,Lean Left,-2.0
PoliticusUSA,/news-source/politicususa,Left,-4.0
Portland Press Herald,/news-source/portland-press-herarld,Center,
Pope County Tribune,/news-source/pope-county-tribune-media-bias,Center,
Post-Bulletin,/news-source/post-bulletin-media-bias,Center,
Post Register,/news-source/post-register-media-bias,Center,
Poynter,/news-source/poynter-media-bias,Center,
Poughkeepsie Journal,/news-source/poughkeepsie-journal-media-bias,Center,
Prager University,/news-source/prager-university,Right,
Poynter Fact Check,/news-source/poynter-fact-check-media-bias,Center,
PRI (Public Radio International),/news-source/pri-public-radio-international,Center,
Premier Christian News,/news-source/premier-christian-news-media-bias,Lean Left,-2.0
Project Veritas,/news-source/project-veritas-media-bias,Right,4.0
Progressive Voices of Iowa,/news-source/progressive-voices-iowa,Left,-4.0
Psych Central,/news-source/psych-central-media-bias,Center,
ProPublica,/news-source/propublica,Lean Left,-2.0
Public News Service,/news-source/public-news-service-media-bias,Center,
Psychology Today,/news-source/psychology-today-media-bias,Center,-0.5
Queerty,/news-source/queerty-media-bias,Left,-4.0
Quartz,/news-source/quartz,Center,
Quin Hillyer,/news-source/quin-hillyer-media-bias,Lean Right,
Quillette,/news-source/quillette-media-bias,Lean Right,2.0
Rachel Eckhardt,/news-source/rachel-eckhardt,Lean Left,
Quinnipiac University,/news-source/quinnipiac-university,Center,
Ralph Benko,/news-source/ralph-benko,Right,
Rahm Emanuel,/news-source/rahm-emanuel-media-bias,Lean Left,
RAND Corporation,/news-source/rand-corporation,Lean Left,
Ramesh Ponnuru,/news-source/ramesh-ponnuru,Right,
Rapid City Journal,/news-source/rapid-city-journal-media-bias,Center,
Rand Paul,/news-source/rand-paul,Lean Right,
Raw Story,/news-source/raw-story,Left,-4.0
Rasmussen Reports,/news-source/rasmussen-reports,Lean Right,2.0
RealClearPolitics,/news-source/real-clear-politics,Center,0.5
Reading Eagle,/news-source/reading-eagle-media-bias,Center,
Reason Foundation,/news-source/reason-foundation,Lean Right,
Reason,/news-source/reason,Lean Right,1.8
Record Journal,/news-source/record-journal,Center,
Rebecca Sheehan,/news-source/rebecca-sheehan-media-bias,Lean Right,
Red Lake Nation News,/news-source/red-lake-nation-news-media-bias,Center,
Record-Courier,/news-source/record-courier-media-bias,Center,
RedBlueDictionary.org,/news-source/redbluedictionary,Mixed,
Red Racing Horses,/news-source/red-racing-horses-media-bias,Right,4.0
Redlands Daily Facts,/news-source/redlands-daily-facts-media-bias,Center,
redefinED,/news-source/redefined,Center,
Refinery29,/news-source/refinery29-media-bias,Left,-4.0
RedState,/news-source/red-state,Right,4.0
Refinery29,/news-source/refinery29-media-bias,Left,-4.0
Relevant Magazine,/news-source/relevant-magazine-media-bias,Lean Left,-2.0
Religion News Service,/news-source/religion-news-service-media-bias,Center,
Relevant Magazine,/news-source/relevant-magazine-media-bias,Lean Left,-2.0
Reno News & Review,/news-source/reno-news-review-media-bias,Center,
Rem Reider,/news-source/rem-reider,Center,
Reuters,/news-source/reuters,Center,-0.8
Republican Party,/news-source/republican-party,Lean Right,
"Rev. Barbara Ann Michaels, Jester of the Peace",/news-source/rev-barbara-ann-michaels-media-bias,Lean Left,
Reuters Fact Check,/news-source/reuters-fact-check-media-bias,Center,
Revolver News,/news-source/revolver-news-media-bias,Right,4.0
Rev. Jesse Jackson Sr.,/news-source/jesse-jackson,Left,
Rich Lowry,/news-source/rich-lowry-syndicated-columnist,Right,
Rex Huppke,/news-source/rex-huppke-media-bias,Left,
Rich Zeoli,/news-source/rich-zeoli,Lean Right,
Rich Tafel,/news-source/rich-tafel,Center,
Richard M. Cohen,/news-source/richard-cohen,Lean Left,
Richard K. Sherman,/news-source/richard-k-sherman-media-bias,Lean Left,
Richmond Times Dispatch,/news-source/richmond-times-dispatch,Lean Right,2.0
Richard Perrins,/news-source/richard-perrins-media-bias,Center,
Rick Ungar,/news-source/rick-ungar,Lean Left,
Rick Snyder,/news-source/rick-snyder-media-bias,Lean Right,
Right Guest Commentaries,/news-source/right-guest-commentaries,Right,
Rick Wytmar,/news-source/rick-wytmar-media-bias,Lean Left,
Right Wing News,/news-source/right-wing-news,Right,4.0
Right Side News,/news-source/right-side-news,Right,4.0
Rob Rogers (cartoonist),/news-source/rob-rogers-cartoonist,Left,
Risen Magazine,/news-source/risen-magazine-media-bias,Center,
Robby Soave,/news-source/robby-soave-media-bias,Lean Right,
Robbie Robinette,/news-source/robbie-robinette-media-bias,Center,
Robert Reich,/news-source/robert-reich-media-bias,Left,
Robert Ariail (cartoonist),/news-source/robert-ariail-cartoonist,Center,
Robert Verbruggen,/news-source/robert-verbruggen-media-bias,Lean Right,
Robert Samuelson,/news-source/robert-samuelson,Center,
Rod Blagojevich,/news-source/rod-blagojevich-media-bias,Center,
Robert Weissman,/news-source/robert-weissman-media-bias,Lean Left,
Rogue River Press,/news-source/rogue-river-press-media-bias,Center,
Rod Eccles,/news-source/rod-eccles-media-bias,Right,
Roll Call,/news-source/roll-call-media-bias,Center,
Rolf Hendriks,/news-source/rolf-hendriks-media-bias,Center,
Ron Suskind,/news-source/ron-suskind-media-bias,Center,
RollingStone.com,/news-source/rolling-stone,Left,-4.0
Ross Douthat,/news-source/ross-douthat,Lean Right,
Rose Mercer,/news-source/rose-mercer-media-bias,Lean Left,
Russell Brandom,/news-source/russell-brandom-media-bias,Center,
RT,/news-source/rt,Lean Right,2.0
Ruth Marcus,/news-source/ruth-marcus,Lean Left,
Ruston Daily Leader,/news-source/ruston-daily-leader,Center,
Ryan Bomberger,/news-source/ryan-bomberger-media-bias,Right,
Rutland Herald,/news-source/rutland-herald-media-bias,Center,
Ryan Cooper,/news-source/ryan-cooper,Left,
Ryan Cooper,/news-source/ryan-cooper-0,Left,
Ryan Cooper,/news-source/ryan-cooper,Left,
S.E. Cupp,/news-source/se-cupp-media-bias,Lean Right,
Saagar Enjeti,/news-source/saagar-enjeti-media-bias,Center,
S.E. Cupp,/news-source/se-cupp-media-bias,Lean Right,
Sally Pipes,/news-source/sally-pipes,Right,
Salina Journal,/news-source/salina-journal-media-bias,Center,
Sam Harris,/news-source/sam-harris-media-bias,Center,
Salon,/news-source/salon,Left,-4.0
Samantha Shireman,/news-source/samantha-shireman-media-bias,Lean Left,
Sam Seder,/news-source/sam-seder-media-bias,Left,
San Bernardino Sun,/news-source/san-bernardino-sun-media-bias,Center,
San Antonio Express-News,/news-source/san-antonio-express-news-media-bias,Center,
San Francisco Chronicle,/news-source/san-francisco-chronicle,Left,-4.0
San Diego Union-Tribune,/news-source/san-diego-union-tribune-media-bias-0,Lean Left,-2.0
San Jose Mercury News,/news-source/san-jose-mercury-news,Lean Left,-2.0
San Gabriel Valley Tribune,/news-source/san-gabriel-valley-tribune-media-bias,Center,
Sara Luterman,/news-source/sara-luterman-media-bias,Lean Left,
Santa Fe New Mexican,/news-source/santa-fe-new-mexican-media-bias,Center,
SBG,/news-source/sbg,Center,
Sarah Palin,/news-source/sarah-palin-media-bias,Right,
Scientific American,/news-source/scientific-american,Lean Left,-2.0
Science Daily,/news-source/science-daily,Center,
Scott Jennings,/news-source/scott-jennings-media-bias,Lean Right,
Scott Adams,/news-source/scott-adams-media-bias,Center,
Scottsbluff Star-Herald,/news-source/scottsbluff-star-herald-media-bias,Center,
Scott Stantis (cartoonist),/news-source/scott-stantis-cartoonist,Right,
Scriberr Media - News,/news-source/scriberr-media-news-media-bias-0,Center,
SCOTUSblog,/news-source/scotusblog-media-bias,Center,
Scripps News,/news-source/scripps-news-media-bias,Center,
Scriberr Media - Opinion/Editorial,/news-source/scriberr-media-opinioneditorial-media-bias,Lean Right,2.0
Search for Common Ground,/news-source/search-common-ground-media-bias,Center,
Sean McDowell,/news-source/sean-mcdowell-media-bias,Right,
Seattle Gay News,/news-source/seattle-gay-news-media-bias,Lean Left,-2.0
Searchlight New Mexico,/news-source/searchlight-new-mexico-media-bias,Center,
Semafor,/news-source/semafor-media-bias,Lean Left,-1.1
Seeds of Peace,/news-source/seeds-peace-media-bias,Center,
Seth Tower Hurd,/news-source/seth-hower-turd-media-bias,Lean Right,
Sen. Jim Risch,/news-source/sen-jim-risch-media-bias,Lean Right,
SFGATE,/news-source/sf-gate,Lean Left,-2.0
SF Weekly,/news-source/sf-weekly,Center,
Shreveport Times,/news-source/shreveport-times,Center,
Shannon Mannon,/news-source/shannon-mannon-media-bias,Lean Left,
Silive.com,/news-source/silivecom-media-bias,Center,
Signe Wilkinson (cartoonist),/news-source/signe-wilkinson-cartoonist,Left,
Sky-Hi Daily News,/news-source/sky-hi-daily-news,Lean Left,-2.0
Silver City Daily Press,/news-source/silver-city-daily-press-media-bias,Center,
Small World (cartoonist),/news-source/small-world-cartoonist,Left,
Slate,/news-source/slate,Left,-4.5
Smithsonian Magazine,/news-source/smithsonian-magazine-media-bias,Center,
Smerconish,/news-source/smerconish-media-bias,Center,
Socialist Alternative,/news-source/socialist-alternative,Left,-4.0
Snopes,/news-source/snopes,Lean Left,-2.0
Socialist Alternative,/news-source/socialist-alternative,Left,-4.0
Socialist Project/The Bullet,/news-source/socialist-projectthe-bullet,Left,-4.0
South Bend Tribune,/news-source/south-bend-tribune-media-bias,Center,
Socialist Project/The Bullet,/news-source/socialist-projectthe-bullet,Left,-4.0
South Florida Gay News,/news-source/south-florida-gay-news-media-bias,Lean Left,-2.0
South China Morning Post,/news-source/south-china-morning-post-media-bias,Center,
Southern Minnesota News,/news-source/southern-minnesota-news-media-bias,Center,
Southeast Missourian,/news-source/southeast-missourian-media-bias,Center,
Southern Utah News,/news-source/southern-utah-news-media-bias,Center,
Southern Poverty Law Center,/news-source/southern-poverty-law-center-media-bias,Left,
Spiked,/news-source/spiked-media-bias,Lean Right,2.0
Sparks Tribune,/news-source/sparks-tribune-media-bias,Center,
Spokesman Review,/news-source/spokesman-review,Lean Left,-2.0
Splinter,/news-source/splinter-media-bias,Left,-4.0
Spread Great Ideas,/news-source/spread-great-ideas-media-bias,Center,
Spotlight PA,/news-source/spotlight-pa-media-bias,Center,
St. Augustine Record,/news-source/st-augustine-record-media-bias,Center,
Springfield News-Leader,/news-source/springfield-news-leader-media-bias,Center,
St. George News,/news-source/st-george-news-media-bias,Center,
St. Cloud Times,/news-source/st-cloud-times-media-bias,Lean Left,-2.0
St. Louis Post-Dispatch,/news-source/st-louis-post-dispatch-media-bias,Center,
St. Joseph News-Press,/news-source/st-joseph-news-press-media-bias,Center,
Stamford Advocate,/news-source/stamford-advocate-media-bias,Center,
Stacey Abrams,/news-source/stacey-abrams-media-bias,Lean Left,
Star Tribune,/news-source/star-tribune-media-bias,Lean Left,-2.0
StandAmerica,/news-source/standamerica-media-bias,Right,
STAT,/news-source/stat-media-bias,Center,
Stars and Stripes,/news-source/stars-and-stripes-media-bias,Center,
Statesman Journal,/news-source/statesman-journal-media-bias,Center,
State Journal,/news-source/state-journal,Lean Left,-2.0
Steve Benen,/news-source/steve-benen-media-bias,Left,
Stephen Perkins,/news-source/stephen-perkins-media-bias,Lean Right,
Steve Breen (cartoonist),/news-source/steve-breen-cartoonist,Center,
Steve Benson (cartoonist),/news-source/steve-benson-cartoonist,Left,
Steve Kelley (cartoonist),/news-source/steve-kelley-cartoonist,Right,
Steve Forbes,/news-source/steve-forbes-media-bias,Lean Right,
Steven Crowder,/news-source/steven-crowder-media-bias,Right,
Steve Sack (cartoonist),/news-source/steve-sack-cartoonist,Left,
Stillwater Gazette,/news-source/stillwater-gazette-media-bias,Center,
Steven Petrow,/news-source/steven-petrow-media-bias,Center,
Storm Lake Times,/news-source/storm-lake-times-media-bias,Center,
Stimson Center,/news-source/stimson-center-media-bias,Center,
Stuart Carlson (cartoonist),/news-source/stuart-carlson-cartoonist,Left,
StoryCorps,/news-source/storycorps-media-bias,Mixed,
Subverse,/news-source/subverse-media-bias,Center,
Students For Life,/news-source/students-life-media-bias,Lean Right,2.0
Sun Herald,/news-source/sun-herald-media-bias,Center,
Sukhayl Niyazov,/news-source/sukhayl-niyazov-media-bias,Center,
Sunlight Foundation,/news-source/sunlight-foundation,Center,
Sun Sentinel,/news-source/sun-sentinel-media-bias,Center,
Tablet Mag,/news-source/tablet-mag-media-bias,Lean Right,2.0
Suspend Belief Podcast,/news-source/suspend-belief-podcast,Mixed,
Tablet Mag,/news-source/tablet-mag-media-bias,Lean Right,2.0
Taipei Times,/news-source/taipei-times-media-bias,Center,
Tallahassee Democrat,/news-source/tallahassee-democrat,Center,
Taipei Times,/news-source/taipei-times-media-bias,Center,
Tangle,/news-source/tangle-media-bias,Center,-0.1
Tampa Bay Times,/news-source/tampa-bay-times-media-bias,Center,
Tara D. Sonenshine,/news-source/tara-d-sonenshine-media-bias,Center,
Tania Israel,/news-source/tania-israel-media-bias,Left,
Taylor Marshall,/news-source/taylor-marshall-media-bias,Right,
Tara Parekh,/news-source/tara-parekh-media-bias,Lean Left,
TechCrunch,/news-source/techcrunch-media-bias,Center,
Tech Xplore,/news-source/tech-xplore-media-bias,Center,
Teen Vogue,/news-source/teen-vogue,Left,-4.6
Ted Rall (cartoonist),/news-source/ted-rall-cartoonist,Left,
Texas Monthly,/news-source/texas-monthly-media-bias,Center,
Telegram & Gazette,/news-source/telegram-gazette-media-bias,Center,
The Ada News,/news-source/ada-news-media-bias,Center,
Texas Signal,/news-source/texas-signal-media-bias,Left,-4.0
The Advocate-Messenger,/news-source/advocate-messenger,Lean Left,-2.0
The Advocate,/news-source/advocate-media-bias,Lean Left,-2.0
The American Mind,/news-source/american-mind-media-bias,Lean Right,1.3
The American Conservative,/news-source/american-conservative-media-bias,Right,4.0
The Anniston Star,/news-source/anniston-star-media-bias,Center,
The American Spectator,/news-source/american-spectator,Right,4.0
The Ardmoreite,/news-source/ardmoreite-media-bias,Center,
The Appeal,/news-source/appeal-media-bias,Center,
The Bellows,/news-source/bellows-media-bias,Center,
The Atlantic,/news-source/atlantic,Left,-2.8
The Bismarck Tribune,/news-source/bismarck-tribune-media-bias,Center,
The Berkshire Eagle,/news-source/berkshire-eagle-media-bias,Lean Left,-2.0
The Blade,/news-source/blade-media-bias,Center,
The Black Detour,/news-source/black-detour-media-bias,Center,
The Boston Globe,/news-source/boston-globe,Left,-4.0
The Blaze,/news-source/theblaze-bias,Right,5.0
The Buffalo News,/news-source/buffalo-news-media-bias,Center,
The Brazilian Report,/news-source/brazilian-report-media-bias,Center,
The Cadiz Record,/news-source/cadiz-record,Lean Left,-2.0
The Bulwark,/news-source/bulwark-media-bias,Lean Right,2.0
The Canyon County Zephyr,/news-source/canyon-county-zephry,Left,-4.0
The Californian,/news-source/californian-media-bias,Center,
The Center for American Progress,/news-source/center-american-progress-media-bias,Lean Left,
The Catalyst,/news-source/catalyst-bush-institute-media-bias,Lean Right,
The Center Square - Michigan,/news-source/center-square-michigan-media-bias,Center,
The Center Square,/news-source/center-square-media-bias,Center,0.7
The Center Square - Texas,/news-source/center-square-texas-media-bias,Center,
The Center Square - Minnesota,/news-source/center-square-minnesota-media-bias,Center,
The Christian Left Blog,/news-source/christian-left-blog-media-bias,Left,-4.0
The Christian Century,/news-source/christian-century-media-bias,Lean Left,-2.0
The City,/news-source/city-media-bias,Lean Left,
The Christian Post,/news-source/christian-post-media-bias,Lean Right,2.0
The Colebrook Chronicle,/news-source/colebrook-chronicle-media-bias,Center,
The Clarion-Ledger,/news-source/clarion-ledger-media-bias,Center,
The Colebrook Chronicle,/news-source/colebrook-chronicle-media-bias,Center,
The College Fix,/news-source/college-fix,Right,4.0
The Colorado Sun,/news-source/colorado-sun-media-bias,Lean Left,-2.0
The College Fix,/news-source/college-fix,Right,4.0
The Columbus Dispatch,/news-source/columbus-dispatch-media-bias,Center,
The Columbian,/news-source/columbian-media-bias,Center,
The Conscious Conservative,/news-source/conscious-conservative-media-bias,Right,4.0
The Commercial Appeal,/news-source/commercial-appeal,Lean Left,-2.0
The Corpus Christi Caller-Times,/news-source/corpus-christi-caller-times-media-bias,Center,
The Conversation,/news-source/conversation-media-bias,Lean Left,-2.0
The Courier-Tribune,/news-source/courier-tribune-media-bias,Center,
The Courier-Journal,/news-source/courier-journal,Lean Left,-2.0
The Daily Advance,/news-source/daily-advance,Center,
The Current,/news-source/current-media-bias,Center,
The Daily Dot,/news-source/daily-dot-media-bias,Lean Left,-2.0
The Daily Caller,/news-source/daily-caller,Right,3.8
The Daily Iberian,/news-source/daily-iberian-media-bias,Center,
The Daily Herald,/news-source/daily-herald-media-bias,Center,
The Daily Nonpareil,/news-source/daily-nonpareil-media-bias,Center,
The Daily Iowan,/news-source/daily-iowan-media-bias,Center,
The Daily Wire,/news-source/daily-wire,Right,5.0
The Daily Signal,/news-source/daily-signal,Right,4.0
The Dallas Morning News,/news-source/dallas-morning-news,Center,
The Daily Yonder,/news-source/daily-yonder-media-bias,Center,
The Delaware Wave,/news-source/delaware-wave-media-bias,Center,
The Delaware County Daily Times,/news-source/delaware-county-daily-times,Lean Left,-2.0
The Dispatch,/news-source/dispatch-media-bias,Lean Right,2.0
The Denver North Star,/news-source/denver-north-star-media-bias,Center,
The East Valley Tribune,/news-source/east-valley-tribune-media-bias,Center,
The Dispatch Fact Check,/news-source/dispatch-fact-check-media-bias,Center,
The Ellsworth American,/news-source/ellsworth-american-media-bias,Center,
The Economist,/news-source/economist,Lean Left,-1.4
The Federalist,/news-source/federalist,Right,4.0
The Epoch Times,/news-source/epoch-times-media-bias,Lean Right,2.5
The Florida Capital Star,/news-source/florida-capital-star-media-bias,Right,4.0
The Flip Side,/news-source/flip-side-media-bias,Mixed,
The Free Lance–Star,/news-source/free-lance-star-media-bias,Center,
The Forum of Fargo-Moorhead,/news-source/forum-fargo-moorhead-media-bias,Center,
The Fulcrum,/news-source/fulcrum-media-bias,Center,
The Free Press,/news-source/the-free-press-media-bias,Center,
The Georgia Star News,/news-source/georgia-star-news-media-bias,Right,4.0
The Gateway Pundit,/news-source/gateway-pundit,Right,4.0
The Grio,/news-source/grio-media-bias,Lean Left,-2.0
The Globe and Mail,/news-source/globe-and-mail-media-bias,Center,
The Hardwood Institiute,/news-source/hardwood-institiute-media-bias,Center,
The Guardian,/news-source/guardian,Lean Left,-2.4
The HighWire,/news-source/highwire-media-bias,Lean Right,
The Heritage Foundation,/news-source/heritage-foundation,Lean Right,
The Hollywood Reporter,/news-source/hollywood-reporter-media-bias,Lean Left,-2.0
The Hill,/news-source/hill-media-bias,Center,-0.8
The Hutchinson News,/news-source/hutchinson-news-media-bias,Center,
The Huntsville Item,/news-source/huntsville-item-media-bias,Center,
The Hutchinson News,/news-source/hutchinson-news-media-bias,Center,
The Imaginative Conservative,/news-source/imaginative-conservative-media-bias,Right,4.0
The Independent,/news-source/independent-media-bias,Lean Left,-2.0
The Imaginative Conservative,/news-source/imaginative-conservative-media-bias,Right,4.0
The Iowa Torch,/news-source/iowa-torch-media-bias,Lean Right,2.0
The Intercept,/news-source/intercept,Left,-4.2
The Japan Times,/news-source/japan-times-media-bias,Center,
The Irish Times,/news-source/irish-times-media-bias,Center,
The Journal Gazette,/news-source/journal-gazette-media-bias,Center,
The Jerusalem Post,/news-source/jerusalem-post-media-bias,Center,
The Juggernaut,/news-source/juggernaut-media-bias,Left,-4.0
The Journal Times,/news-source/journal-times-media-bias,Center,
The Kansas City Beacon,/news-source/kansas-city-beacon-media-bias,Center,
The Justice,/news-source/justice,Lean Left,-2.0
The Korea Herald,/news-source/korea-herald,Center,
The Kansas City Star,/news-source/kansas-city-star-media-bias,Center,
The Leaf-Chronicle,/news-source/leaf-chronicle-media-bias,Center,
The Kyiv Independent,/news-source/kyiv-independent-media-bias,Center,
